x_val,y_val
3.5776,1.3576
3.5776,1.2617
3.5776,1.2937
3.5936,3.1464
3.5936,3.1144
3.5936,3.0026
3.5936,3.0346
3.5936,1.3576
3.5936,1.3416
3.5936,0.527
3.5936,0.543
3.5936,0.5909
3.5936,0.575
3.5936,1.2298
3.5936,1.2617
3.6095,3.1144
3.6095,3.0825
3.6095,2.9707
3.6095,3.0026
3.6095,1.3416
3.6095,1.3096
3.6095,1.1978
3.6095,1.2298
3.6255,3.0825
3.6255,3.0505
3.6255,2.9387
3.6255,2.9707
3.6255,1.3096
3.6255,1.2777
3.6255,0.5111
3.6255,0.527
3.6255,1.1659
3.6255,1.1978
3.6415,3.0505
3.6415,3.0186
3.6415,2.9068
3.6415,2.9387
3.6415,1.2777
3.6415,1.2458
3.6415,0.575
3.6415,0.559
3.6415,1.134
3.6415,1.1659
3.6574,3.0186
3.6574,2.9866
3.6574,2.8908
3.6574,2.9068
3.6574,1.2458
3.6574,1.2138
3.6574,1.102
3.6574,1.134
3.6734,2.9866
3.6734,2.9547
3.6734,2.8589
3.6734,2.8908
3.6734,1.2138
3.6734,1.1819
3.6734,0.4951
3.6734,0.5111
3.6734,0.559
3.6734,0.543
3.6734,1.0701
3.6734,1.102
3.6894,2.9547
3.6894,2.9228
3.6894,2.8269
3.6894,2.8589
3.6894,1.1819
3.6894,1.1499
3.6894,1.0381
3.6894,1.0701
3.7054,2.9228
3.7054,2.8908
3.7054,2.795
3.7054,2.8269
3.7054,1.1499
3.7054,1.118
3.7054,1.0062
3.7054,1.0381
3.7213,2.8908
3.7213,2.8589
3.7213,2.763
3.7213,2.795
3.7213,1.118
3.7213,1.086
3.7213,0.4791
3.7213,0.4951
3.7213,0.543
3.7213,0.527
3.7213,0.9742
3.7213,1.0062
3.7373,2.8589
3.7373,2.8269
3.7373,2.7311
3.7373,2.763
3.7373,1.086
3.7373,1.0541
3.7373,0.9423
3.7373,0.9742
3.7533,2.8269
3.7533,2.795
3.7533,2.6992
3.7533,2.7311
3.7533,1.0541
3.7533,1.0222
3.7533,0.9104
3.7533,0.9423
3.7692,2.795
3.7692,2.779
3.7692,2.6672
3.7692,2.6992
3.7692,1.0222
3.7692,0.9902
3.7692,0.4632
3.7692,0.4791
3.7692,0.8944
3.7692,0.9104
3.7852,2.779
3.7852,2.7471
3.7852,2.6353
3.7852,2.6672
3.7852,0.9902
3.7852,0.9583
3.7852,0.527
3.7852,0.5111
3.7852,0.8624
3.7852,0.8944
3.8012,2.7471
3.8012,2.7151
3.8012,2.6033
3.8012,2.6353
3.8012,0.9583
3.8012,0.9263
3.8012,0.8305
3.8012,0.8624
3.8172,2.7151
3.8172,2.6832
3.8172,2.5714
3.8172,2.6033
3.8172,0.9263
3.8172,0.8944
3.8172,0.4472
3.8172,0.4632
3.8172,0.5111
3.8172,0.4951
3.8172,0.7986
3.8172,0.8305
3.8331,2.6832
3.8331,2.6512
3.8331,2.5394
3.8331,2.5714
3.8331,0.8944
3.8331,0.8624
3.8331,0.4312
3.8331,0.4472
3.8331,0.7506
3.8331,0.7986
3.8491,2.6512
3.8491,2.6193
3.8491,2.5075
3.8491,2.5394
3.8491,0.8624
3.8491,0.8305
3.8491,0.4951
3.8491,0.4791
3.8491,0.7187
3.8491,0.7506
3.8651,2.6193
3.8651,2.5874
3.8651,2.4915
3.8651,2.5075
3.8651,0.8305
3.8651,0.7986
3.8651,0.4152
3.8651,0.4312
3.8651,0.6868
3.8651,0.7187
3.881,2.5874
3.881,2.5554
3.881,2.4596
3.881,2.4915
3.881,0.7986
3.881,0.7666
3.881,0.3993
3.881,0.4152
3.881,0.4791
3.881,0.4632
3.881,0.6548
3.881,0.6868
3.897,2.5554
3.897,2.5235
3.897,2.4276
3.897,2.4596
3.897,0.7666
3.897,0.7347
3.897,0.4632
3.897,0.4472
3.897,0.6229
3.897,0.6548
3.913,2.5235
3.913,2.4915
3.913,2.3957
3.913,2.4276
3.913,0.7347
3.913,0.7027
3.913,0.3833
3.913,0.3993
3.913,0.5909
3.913,0.6229
3.929,2.4915
3.929,2.4596
3.929,2.3638
3.929,2.3957
3.929,0.7027
3.929,0.6708
3.929,0.3673
3.929,0.3833
3.929,0.4472
3.929,0.4312
3.929,0.543
3.929,0.5909
3.9449,2.4596
3.9449,2.4276
3.9449,2.3318
3.9449,2.3638
3.9449,0.6708
3.9449,0.6388
3.9449,0.4312
3.9449,0.4152
3.9449,0.5111
3.9449,0.543
3.9609,2.4276
3.9609,2.3957
3.9609,2.2999
3.9609,2.3318
3.9609,0.6388
3.9609,0.5909
3.9609,0.3514
3.9609,0.3673
3.9609,0.4152
3.9609,0.3993
3.9609,0.4632
3.9609,0.5111
3.9769,2.3957
3.9769,2.3797
3.9769,2.2679
3.9769,2.2999
3.9769,0.5909
3.9769,0.559
3.9769,0.3993
3.9769,0.4632
3.9928,2.3797
3.9928,2.3478
3.9928,2.236
3.9928,2.2679
3.9928,0.559
3.9928,0.5111
4.0088,2.3478
4.0088,2.3158
4.0088,2.204
4.0088,2.236
4.0088,0.5111
4.0088,0.4791
4.0248,2.3158
4.0248,2.2839
4.0248,2.1721
4.0248,2.204
4.0248,0.4791
4.0248,0.4152
4.0248,0.3833
4.0248,0.3514
4.0408,2.2839
4.0408,2.252
4.0408,2.1402
4.0408,2.1721
4.0408,0.4152
4.0408,0.3833
4.0567,2.252
4.0567,2.22
4.0567,2.1242
4.0567,2.1402
4.0727,2.22
4.0727,2.1881
4.0727,2.0922
4.0727,2.1242
4.0887,2.1881
4.0887,2.1561
4.0887,2.0603
4.0887,2.0922
4.1046,2.1561
4.1046,2.1242
4.1046,2.0284
4.1046,2.0603
4.1206,2.1242
4.1206,2.0922
4.1206,1.9964
4.1206,2.0284
4.1366,2.0922
4.1366,2.0763
4.1366,1.9645
4.1366,1.9964
4.1526,2.0763
4.1526,2.0443
4.1526,1.9325
4.1526,1.9645
4.1685,2.0443
4.1685,2.0124
4.1685,1.9006
4.1685,1.9325
4.1845,2.0124
4.1845,1.9804
4.1845,1.8686
4.1845,1.9006
4.2005,1.9804
4.2005,1.9485
4.2005,1.8367
4.2005,1.8686
4.2164,1.9485
4.2164,1.9166
4.2164,1.8207
4.2164,1.8367
4.2324,1.9166
4.2324,1.8846
4.2324,1.7888
4.2324,1.8207
4.2484,1.8846
4.2484,1.8527
4.2484,1.7568
4.2484,1.7888
4.2644,1.8527
4.2644,1.8207
4.2644,1.7249
4.2644,1.7568
4.2803,1.8207
4.2803,1.7888
4.2803,1.693
4.2803,1.7249
4.2963,1.7888
4.2963,1.7728
4.2963,1.661
4.2963,1.693
4.3123,1.7728
4.3123,1.7409
4.3123,1.6291
4.3123,1.661
4.3282,1.7409
4.3282,1.7089
4.3282,1.5971
4.3282,1.6291
4.3442,1.7089
4.3442,1.677
4.3442,1.5812
4.3442,1.5971
4.3602,1.677
4.3602,1.645
4.3602,1.5492
4.3602,1.5812
4.3762,1.645
4.3762,1.6131
4.3762,1.5173
4.3762,1.5492
4.3921,1.6131
4.3921,1.5812
4.3921,1.4853
4.3921,1.5173
4.4081,1.5812
4.4081,1.5492
4.4081,1.4534
4.4081,1.4853
4.4241,1.5492
4.4241,1.5332
4.4241,1.4214
4.4241,1.4534
4.44,1.5332
4.44,1.5013
4.44,1.3895
4.44,1.4214
4.456,1.5013
4.456,1.4694
4.456,1.3735
4.456,1.3895
4.472,1.4694
4.472,1.4374
4.472,1.3416
4.472,1.3735
4.488,1.4374
4.488,1.4055
4.488,1.3096
4.488,1.3416
4.5039,1.4055
4.5039,1.3735
4.5039,1.2777
4.5039,1.3096
4.5199,1.3735
4.5199,1.3576
4.5199,1.2458
4.5199,1.2777
4.5359,1.3576
4.5359,1.3256
4.5359,1.2138
4.5359,1.2458
4.5518,1.3256
4.5518,1.2937
4.5518,1.1978
4.5518,1.2138
4.5678,1.2937
4.5678,1.2617
4.5678,1.1659
4.5678,1.1978
4.5838,1.2617
4.5838,1.2298
4.5838,1.134
4.5838,1.1659
4.5998,1.2298
4.5998,1.1978
4.5998,1.102
4.5998,1.134
4.6157,1.1978
4.6157,1.1819
4.6157,1.0701
4.6157,1.102
4.6317,1.1819
4.6317,1.1499
4.6317,1.0541
4.6317,1.0701
4.6477,1.1499
4.6477,1.118
4.6477,1.0222
4.6477,1.0541
4.6636,1.118
4.6636,1.086
4.6636,0.9902
4.6636,1.0222
4.6796,1.086
4.6796,1.0541
4.6796,0.9583
4.6796,0.9902
4.6956,1.0541
4.6956,1.0381
4.6956,0.9423
4.6956,0.9583
4.7116,1.0381
4.7116,1.0062
4.7116,0.9104
4.7116,0.9423
4.7275,1.0062
4.7275,0.9742
4.7275,0.8784
4.7275,0.9104
4.7435,0.9742
4.7435,0.9423
4.7435,0.8465
4.7435,0.8784
4.7595,0.9423
4.7595,0.9263
4.7595,0.8305
4.7595,0.8465
4.7754,0.9263
4.7754,0.8944
4.7754,0.7986
4.7754,0.8305
4.7914,0.8944
4.7914,0.8624
4.7914,0.7666
4.7914,0.7986
4.8074,0.8624
4.8074,0.8305
4.8074,0.7506
4.8074,0.7666
4.8234,0.8305
4.8234,0.8145
4.8234,0.7187
4.8234,0.7506
4.8393,0.8145
4.8393,0.7826
4.8393,0.6868
4.8393,0.7187
4.8553,0.7826
4.8553,0.7506
4.8553,0.6708
4.8553,0.6868
4.8713,0.7506
4.8713,0.7347
4.8713,0.6388
4.8713,0.6708
4.8872,0.7347
4.8872,0.7027
4.8872,0.6069
4.8872,0.6388
4.9032,0.7027
4.9032,0.6708
4.9032,0.5909
4.9032,0.6069
4.9192,0.6708
4.9192,0.6548
4.9192,0.559
4.9192,0.5909
4.9352,0.6548
4.9352,0.6229
4.9352,0.543
4.9352,0.559
4.9511,0.6229
4.9511,0.6069
4.9511,0.5111
4.9511,0.543
4.9671,0.6069
4.9671,0.575
4.9671,0.4951
4.9671,0.5111
4.9831,0.575
4.9831,0.559
4.9831,0.4791
4.9831,0.4951
4.999,0.559
4.999,0.527
4.999,0.4472
4.999,0.4791
5.015,0.527
5.015,0.5111
5.015,0.4312
5.015,0.4472
5.031,0.5111
5.031,0.4791
5.031,0.3993
5.031,0.4312
5.047,0.4791
5.047,0.4632
5.047,0.3833
5.047,0.3993
5.0629,0.4632
5.0629,0.4472
5.0629,0.3673
5.0629,0.3833
5.0789,0.4472
5.0789,0.4152
5.0789,0.3514
5.0789,0.3673
5.0949,0.4152
5.0949,0.3993
5.0949,0.3354
5.0949,0.3514
5.1108,0.3993
5.1108,0.3833
5.1108,0.3194
5.1108,0.3354
5.1268,0.3833
5.1268,0.3673
5.1268,0.3034
5.1268,0.3194
5.1428,0.3673
5.1428,0.3514
5.1428,0.2875
5.1428,0.3034
5.1588,0.3514
5.1588,0.3354
5.1588,0.2715
5.1588,0.2875
5.1747,0.3354
5.1747,0.3194
5.2226,0.3194
5.2226,0.3673
5.2386,0.3673
5.2386,0.7347
5.2386,0.2875
5.2386,0.2715
5.2546,0.7347
5.2546,0.7986
5.2546,0.3034
5.2546,0.2875
5.2706,0.7986
5.2706,0.8305
5.2706,0.3673
5.2706,0.3034
5.2865,0.8305
5.2865,0.8624
5.2865,0.7347
5.2865,0.3673
5.3025,0.7826
5.3025,0.7347
5.3185,0.8624
5.3185,0.8784
5.3185,0.8145
5.3185,0.7826
5.3344,0.8305
5.3344,0.8145
5.3983,0.8784
5.3983,0.8944
5.3983,0.8465
5.3983,0.8305
5.7337,3.5616
5.7337,3.7852
5.7497,3.4498
5.7497,3.5616
5.7497,3.7852
5.7497,3.8171
5.7657,3.37
5.7657,3.4498
5.7657,3.8171
5.7657,3.8331
5.7816,3.2901
5.7816,3.37
5.7816,3.8331
5.7816,3.8491
5.7816,3.7692
5.7816,3.5616
5.7976,3.2262
5.7976,3.2901
5.7976,3.8012
5.7976,3.7692
5.7976,3.5616
5.7976,3.4658
5.8136,3.1464
5.8136,3.2262
5.8136,3.4658
5.8136,3.37
5.8296,0.8944
5.8296,0.8784
5.8296,3.0825
5.8296,3.1464
5.8296,3.37
5.8296,3.3061
5.8296,0.8305
5.8296,0.8465
5.8455,3.0186
5.8455,3.0825
5.8455,3.8491
5.8455,3.8331
5.8455,3.7852
5.8455,3.8012
5.8455,3.3061
5.8455,3.2262
5.8615,2.9547
5.8615,3.0186
5.8615,3.2262
5.8615,3.1623
5.8775,2.9068
5.8775,2.9547
5.8775,3.8331
5.8775,3.8171
5.8775,3.7692
5.8775,3.7852
5.8775,3.1623
5.8775,3.0984
5.8934,2.8429
5.8934,2.9068
5.8934,3.7533
5.8934,3.7692
5.8934,3.0984
5.8934,3.0346
5.9094,2.779
5.9094,2.8429
5.9094,3.8171
5.9094,3.8012
5.9094,3.7373
5.9094,3.7533
5.9094,3.0346
5.9094,2.9707
5.9254,2.7311
5.9254,2.779
5.9254,3.8012
5.9254,3.7852
5.9254,3.7213
5.9254,3.7373
5.9254,2.9707
5.9254,2.9068
5.9414,2.6672
5.9414,2.7311
5.9414,3.7852
5.9414,3.7692
5.9414,3.7054
5.9414,3.7213
5.9414,2.9068
5.9414,2.8429
5.9573,2.6033
5.9573,2.6672
5.9573,3.6894
5.9573,3.7054
5.9573,2.8429
5.9573,2.795
5.9733,2.5554
5.9733,2.6033
5.9733,3.7692
5.9733,3.7533
5.9733,3.6734
5.9733,3.6894
5.9733,2.795
5.9733,2.7311
5.9893,2.4915
5.9893,2.5554
5.9893,3.7533
5.9893,3.7373
5.9893,3.6574
5.9893,3.6734
5.9893,2.7311
5.9893,2.6672
6.0052,2.4436
6.0052,2.4915
6.0052,3.7373
6.0052,3.7213
6.0052,3.6415
6.0052,3.6574
6.0052,2.6672
6.0052,2.6193
6.0212,2.3797
6.0212,2.4436
6.0212,3.7213
6.0212,3.7054
6.0212,3.6255
6.0212,3.6415
6.0212,2.6193
6.0212,2.5554
6.0372,2.3318
6.0372,2.3797
6.0372,3.7054
6.0372,3.6734
6.0372,3.6095
6.0372,3.6255
6.0372,2.5554
6.0372,2.5075
6.0532,2.2679
6.0532,2.3318
6.0532,3.6734
6.0532,3.6574
6.0532,3.5936
6.0532,3.6095
6.0532,2.5075
6.0532,2.4436
6.0691,2.22
6.0691,2.2679
6.0691,3.6574
6.0691,3.6415
6.0691,3.5776
6.0691,3.5936
6.0691,2.4436
6.0691,2.3957
6.0851,2.1721
6.0851,2.22
6.0851,3.6415
6.0851,3.6255
6.0851,3.5616
6.0851,3.5776
6.0851,2.3957
6.0851,2.3318
6.1011,2.1082
6.1011,2.1721
6.1011,3.6255
6.1011,3.6095
6.1011,3.5456
6.1011,3.5616
6.1011,2.3318
6.1011,2.2839
6.117,2.0603
6.117,2.1082
6.117,3.6095
6.117,3.5936
6.117,3.5137
6.117,3.5456
6.117,2.2839
6.117,2.22
6.133,1.9964
6.133,2.0603
6.133,3.5936
6.133,3.5776
6.133,3.4977
6.133,3.5137
6.133,2.22
6.133,2.1721
6.149,1.9485
6.149,1.9964
6.149,3.5776
6.149,3.5616
6.149,3.4818
6.149,3.4977
6.149,2.1721
6.149,2.1242
6.165,1.9006
6.165,1.9485
6.165,3.5616
6.165,3.5297
6.165,3.4658
6.165,3.4818
6.165,2.1242
6.165,2.0603
6.1809,1.8367
6.1809,1.9006
6.1809,3.5297
6.1809,3.5137
6.1809,3.4498
6.1809,3.4658
6.1809,2.0603
6.1809,2.0124
6.1969,1.7888
6.1969,1.8367
6.1969,3.5137
6.1969,3.4977
6.1969,3.4179
6.1969,3.4498
6.1969,2.0124
6.1969,1.9485
6.2129,1.7249
6.2129,1.7888
6.2129,3.4977
6.2129,3.4818
6.2129,3.4019
6.2129,3.4179
6.2129,1.9485
6.2129,1.9006
6.2288,0.8784
6.2288,0.8624
6.2288,1.677
6.2288,1.7249
6.2288,3.4818
6.2288,3.4658
6.2288,3.3859
6.2288,3.4019
6.2288,1.9006
6.2288,1.8527
6.2288,0.8145
6.2288,0.8305
6.2448,1.6291
6.2448,1.677
6.2448,3.4658
6.2448,3.4338
6.2448,3.37
6.2448,3.3859
6.2448,1.8527
6.2448,1.7888
6.2608,1.5652
6.2608,1.6291
6.2608,3.4338
6.2608,3.4179
6.2608,3.338
6.2608,3.37
6.2608,1.7888
6.2608,1.7409
6.2608,0.7986
6.2608,0.8145
6.2768,0.8624
6.2768,0.8465
6.2768,1.5173
6.2768,1.5652
6.2768,3.4179
6.2768,3.4019
6.2768,3.322
6.2768,3.338
6.2768,1.7409
6.2768,1.677
6.2768,0.7826
6.2768,0.7986
6.2927,0.8465
6.2927,0.8305
6.2927,1.4534
6.2927,1.5173
6.2927,3.4019
6.2927,3.3859
6.2927,3.3061
6.2927,3.322
6.2927,1.677
6.2927,1.6291
6.2927,0.7666
6.2927,0.7826
6.3087,1.3895
6.3087,1.4534
6.3087,3.3859
6.3087,3.37
6.3087,3.2901
6.3087,3.3061
6.3087,1.6291
6.3087,1.5652
6.3247,0.8305
6.3247,0.8145
6.3247,1.3416
6.3247,1.3895
6.3247,3.37
6.3247,3.338
6.3247,3.2582
6.3247,3.2901
6.3247,1.5652
6.3247,1.5173
6.3247,0.7506
6.3247,0.7666
6.3406,0.8145
6.3406,0.7986
6.3406,1.2777
6.3406,1.3416
6.3406,3.338
6.3406,3.322
6.3406,3.2422
6.3406,3.2582
6.3406,1.5173
6.3406,1.4534
6.3406,0.7347
6.3406,0.7506
6.3566,0.7986
6.3566,0.7826
6.3566,1.2138
6.3566,1.2777
6.3566,3.322
6.3566,3.3061
6.3566,3.2262
6.3566,3.2422
6.3566,1.4534
6.3566,1.4055
6.3566,0.7187
6.3566,0.7347
6.3726,0.7826
6.3726,0.7666
6.3726,1.1499
6.3726,1.2138
6.3726,3.3061
6.3726,3.2741
6.3726,3.2102
6.3726,3.2262
6.3726,1.4055
6.3726,1.3416
6.3726,0.7027
6.3726,0.7187
6.3886,0.7666
6.3886,0.7506
6.3886,1.086
6.3886,1.1499
6.3886,3.2741
6.3886,3.2582
6.3886,3.1783
6.3886,3.2102
6.3886,1.3416
6.3886,1.2937
6.3886,0.6868
6.3886,0.7027
6.4045,0.7506
6.4045,0.7347
6.4045,1.0222
6.4045,1.086
6.4045,3.2582
6.4045,3.2422
6.4045,3.1623
6.4045,3.1783
6.4045,1.2937
6.4045,1.2298
6.4045,0.6708
6.4045,0.6868
6.4205,0.7347
6.4205,0.7187
6.4205,0.9263
6.4205,1.0222
6.4205,3.2422
6.4205,3.2262
6.4205,3.1464
6.4205,3.1623
6.4205,1.2298
6.4205,1.1659
6.4365,0.7187
6.4365,0.9263
6.4365,3.2262
6.4365,3.1943
6.4365,3.1144
6.4365,3.1464
6.4365,1.1659
6.4365,1.102
6.4524,3.1943
6.4524,3.1783
6.4524,3.0984
6.4524,3.1144
6.4524,1.102
6.4524,1.0222
6.4684,3.1783
6.4684,3.1623
6.4684,3.0825
6.4684,3.0984
6.4684,1.0222
6.4684,0.9263
6.4684,0.7027
6.4684,0.6708
6.4844,3.1623
6.4844,3.1304
6.4844,3.0505
6.4844,3.0825
6.4844,0.9263
6.4844,0.7027
6.5004,3.1304
6.5004,3.1144
6.5004,3.0346
6.5004,3.0505
6.5163,3.1144
6.5163,3.0984
6.5163,3.0186
6.5163,3.0346
6.5323,3.0984
6.5323,3.0665
6.5323,2.9866
6.5323,3.0186
6.5483,3.0665
6.5483,3.0505
6.5483,2.9707
6.5483,2.9866
6.5642,3.0505
6.5642,3.0346
6.5642,2.9547
6.5642,2.9707
6.5802,3.0346
6.5802,3.0026
6.5802,2.9228
6.5802,2.9547
6.5962,3.0026
6.5962,2.9866
6.5962,2.9068
6.5962,2.9228
6.6122,2.9866
6.6122,2.9707
6.6122,2.8908
6.6122,2.9068
6.6281,2.9707
6.6281,2.9387
6.6281,2.8589
6.6281,2.8908
6.6441,2.9387
6.6441,2.9228
6.6441,2.8429
6.6441,2.8589
6.6601,2.9228
6.6601,2.9068
6.6601,2.8269
6.6601,2.8429
6.676,2.9068
6.676,2.8748
6.676,2.795
6.676,2.8269
6.692,2.8748
6.692,2.8589
6.692,2.779
6.692,2.795
6.708,2.8589
6.708,2.8429
6.708,2.763
6.708,2.779
6.724,2.8429
6.724,2.811
6.724,2.7311
6.724,2.763
6.7399,2.811
6.7399,2.795
6.7399,2.7151
6.7399,2.7311
6.7559,2.795
6.7559,2.779
6.7559,2.6992
6.7559,2.7151
6.7719,2.779
6.7719,2.7471
6.7719,2.6672
6.7719,2.6992
6.7878,2.7471
6.7878,2.7311
6.7878,2.6512
6.7878,2.6672
6.8038,2.7311
6.8038,2.7151
6.8038,2.6353
6.8038,2.6512
6.8198,2.7151
6.8198,2.6832
6.8198,2.6033
6.8198,2.6353
6.8358,2.6832
6.8358,2.6672
6.8358,2.5874
6.8358,2.6033
6.8517,2.6672
6.8517,2.6512
6.8517,2.5554
6.8517,2.5874
6.8677,2.6512
6.8677,2.6193
6.8677,2.5394
6.8677,2.5554
6.8837,2.6193
6.8837,2.6033
6.8837,2.5235
6.8837,2.5394
6.8996,2.6033
6.8996,2.5714
6.8996,2.4915
6.8996,2.5235
6.9156,2.5714
6.9156,2.5554
6.9156,2.4756
6.9156,2.4915
6.9316,2.5554
6.9316,2.5394
6.9316,2.4596
6.9316,2.4756
6.9476,2.5394
6.9476,2.5075
6.9476,2.4276
6.9476,2.4596
6.9635,2.5075
6.9635,2.4915
6.9635,2.4117
6.9635,2.4276
6.9795,2.4915
6.9795,2.4756
6.9795,2.3797
6.9795,2.4117
6.9955,2.4756
6.9955,2.4436
6.9955,2.3638
6.9955,2.3797
7.0114,2.4436
7.0114,2.4276
7.0114,2.3478
7.0114,2.3638
7.0274,2.4276
7.0274,2.3957
7.0274,2.3158
7.0274,2.3478
7.0434,2.3957
7.0434,2.3797
7.0434,2.2999
7.0434,2.3158
7.0594,2.3797
7.0594,2.3638
7.0594,2.2839
7.0594,2.2999
7.0753,2.3638
7.0753,2.3318
7.0753,2.252
7.0753,2.2839
7.0913,2.3318
7.0913,2.3158
7.0913,2.236
7.0913,2.252
7.1073,2.3158
7.1073,2.2999
7.1073,2.204
7.1073,2.236
7.1232,2.2999
7.1232,2.2679
7.1232,3.5776
7.1232,3.6894
7.1232,2.1881
7.1232,2.204
7.1392,2.2679
7.1392,2.252
7.1392,3.5137
7.1392,3.5776
7.1392,3.6894
7.1392,3.7054
7.1392,2.1721
7.1392,2.1881
7.1552,2.252
7.1552,2.22
7.1552,3.4658
7.1552,3.5137
7.1552,2.1402
7.1552,2.1721
7.1712,2.22
7.1712,2.204
7.1712,3.4338
7.1712,3.4658
7.1712,3.7054
7.1712,3.6894
7.1712,3.6255
7.1712,3.5776
7.1712,2.1242
7.1712,2.1402
7.1871,2.204
7.1871,2.1881
7.1871,3.3859
7.1871,3.4338
7.1871,3.5776
7.1871,3.5297
7.1871,2.1082
7.1871,2.1242
7.2031,2.1881
7.2031,2.1561
7.2031,3.354
7.2031,3.3859
7.2031,3.6894
7.2031,3.6734
7.2031,3.6095
7.2031,3.6255
7.2031,3.5297
7.2031,3.4818
7.2031,2.0763
7.2031,2.1082
7.2191,2.1561
7.2191,2.1402
7.2191,3.3061
7.2191,3.354
7.2191,3.6734
7.2191,3.6574
7.2191,3.5936
7.2191,3.6095
7.2191,3.4818
7.2191,3.4338
7.2191,2.0603
7.2191,2.0763
7.235,2.1402
7.235,2.1082
7.235,3.2741
7.235,3.3061
7.235,3.6574
7.235,3.6415
7.235,3.5616
7.235,3.5936
